movie_id,image_src,name,path
15651,https://a.ltrbxd.com/resized/film-poster/1/5/6/5/1/15651-a-city-of-sadness-0-230-0-345-crop.jpg?k=6556b715dc,A City of Sadness,/film/a-city-of-sadness/
51867,https://a.ltrbxd.com/resized/film-poster/5/1/8/6/7/51867-a-clockwork-orange-0-230-0-345-crop.jpg?k=51d2792c0c,A Clockwork Orange,/film/a-clockwork-orange/
51585,https://a.ltrbxd.com/resized/film-poster/5/1/5/8/5/51585-a-close-shave-0-230-0-345-crop.jpg?k=bcf6a453b7,A Close Shave,/film/a-close-shave-1995/
47728,https://a.ltrbxd.com/resized/sm/upload/jm/9k/um/k6/qrLrMTKfsDvMqt9YymXTceSXGiE-0-230-0-345-crop.jpg?k=4cfad3cdd2,A Cock and Bull Story,/film/a-cock-and-bull-story/
101528,https://a.ltrbxd.com/resized/film-poster/1/0/1/5/2/8/101528-a-coffee-in-berlin-0-230-0-345-crop.jpg?k=f5a7a50a99,A Coffee in Berlin,/film/a-coffee-in-berlin-2012/
25886,https://a.ltrbxd.com/resized/film-poster/2/5/8/8/6/25886-a-colt-is-my-passport-0-230-0-345-crop.jpg?k=f62062a477,A Colt Is My Passport,/film/a-colt-is-my-passport/
103402,https://a.ltrbxd.com/resized/film-poster/1/0/3/4/0/2/103402-a-company-man-0-230-0-345-crop.jpg?k=3af3a526ba,A Company Man,/film/a-company-man/
16323,https://a.ltrbxd.com/resized/film-poster/1/6/3/2/3/16323-a-corner-in-wheat-0-230-0-345-crop.jpg?k=938bf67133,A Corner in Wheat,/film/a-corner-in-wheat/
44868,https://a.ltrbxd.com/resized/film-poster/4/4/8/6/8/44868-a-day-at-the-races-0-230-0-345-crop.jpg?k=82524d9afc,A Day at the Races,/film/a-day-at-the-races/
21279,https://a.ltrbxd.com/resized/film-poster/2/1/2/7/9/21279-a-day-in-the-country-0-230-0-345-crop.jpg?k=f208fd4d30,A Day in the Country,/film/a-day-in-the-country/
28095,https://a.ltrbxd.com/resized/film-poster/2/8/0/9/5/28095-a-dog-s-life-0-230-0-345-crop.jpg?k=4c03b63adf,A Dog\'s Life,/film/a-dogs-life/
24788,https://a.ltrbxd.com/resized/film-poster/2/4/7/8/8/24788-o-auto-da-compadecida-0-230-0-345-crop.jpg?k=6b34b6db1d,A Dog\'s Will,/film/a-dogs-will/
55950,https://a.ltrbxd.com/resized/film-poster/5/5/9/5/0/55950-a-face-in-the-crowd-0-230-0-345-crop.jpg?k=da008b8bf3,A Face in the Crowd,/film/a-face-in-the-crowd/
362367,https://a.ltrbxd.com/resized/sm/upload/7q/eh/og/tr/luHcKY1HqGWPmI5d18bgkCul3wk-0-230-0-345-crop.jpg?k=981d6d4052,A Fantastic Woman,/film/a-fantastic-woman/
51271,https://a.ltrbxd.com/resized/sm/upload/dw/l7/qy/bb/WgWLwk55YaXFZdlMnPJTKlxGcz-0-230-0-345-crop.jpg?k=d3fd2ae519,A Few Good Men,/film/a-few-good-men/
130450,https://a.ltrbxd.com/resized/sm/upload/pd/gu/t9/sd/rMe6ofbSzuhaxMebadufN1WbQOI-0-230-0-345-crop.jpg?k=423390ac87,A Field in England,/film/a-field-in-england/
51501,https://a.ltrbxd.com/resized/sm/upload/2z/gn/ar/4j/hkSGFNVfEEUXFCxRZDITFHVhUlu-0-230-0-345-crop.jpg?k=91731f1097,A Fish Called Wanda,/film/a-fish-called-wanda/
51698,https://a.ltrbxd.com/resized/sm/upload/pd/30/ut/if/a-fistful-of-dollars-0-230-0-345-crop.jpg?k=464047d0ad,A Fistful of Dollars,/film/a-fistful-of-dollars/
10334,https://a.ltrbxd.com/resized/film-poster/1/0/3/3/4/10334-a-gentle-woman-0-230-0-345-crop.jpg?k=434bf8d01c,A Gentle Woman,/film/a-gentle-woman/
361725,https://a.ltrbxd.com/resized/sm/upload/zx/51/yo/oc/ydENrBUenr4khaP6tj4JZn1CpMs-0-230-0-345-crop.jpg?k=ea9ab81cec,A Ghost Story,/film/a-ghost-story-2017/
176053,https://a.ltrbxd.com/resized/sm/upload/0x/gg/ix/ar/eqYVrDgTSRiytz44QnBLwYTxkHl-0-230-0-345-crop.jpg?k=d346297d97,A Girl Walks Home Alone at Night,/film/a-girl-walks-home-alone-at-night/
17470,https://a.ltrbxd.com/resized/sm/upload/th/96/ry/3e/fZ8bzoRXaloY9qLrRs7pXOCos8a-0-230-0-345-crop.jpg?k=c83398f795,A Good Day to Die Hard,/film/a-good-day-to-die-hard/
42101,https://a.ltrbxd.com/resized/film-poster/4/2/1/0/1/42101-a-goofy-movie-0-230-0-345-crop.jpg?k=d27755def6,A Goofy Movie,/film/a-goofy-movie/
51587,https://a.ltrbxd.com/resized/film-poster/5/1/5/8/7/51587-a-grand-day-out-0-230-0-345-crop.jpg?k=ed29f3a039,A Grand Day Out,/film/a-grand-day-out/
192720,https://a.ltrbxd.com/resized/sm/upload/8x/ad/r1/sf/yiwViQKvRM2MLAtXYSbBp3vZCwS-0-230-0-345-crop.jpg?k=872a9f08a5,A Hard Day,/film/a-hard-day/
51422,https://a.ltrbxd.com/resized/film-poster/5/1/4/2/2/51422-a-hard-day-s-night-0-230-0-345-crop.jpg?k=5df09538c7,A Hard Day\'s Night,/film/a-hard-days-night/
99774,https://a.ltrbxd.com/resized/sm/upload/qh/ld/jy/f0/xm7NsV7C58dK47pyH7iuu58WopL-0-230-0-345-crop.jpg?k=eae942309b,A Hijacking,/film/a-hijacking/
51988,https://a.ltrbxd.com/resized/sm/upload/7g/wl/b8/1g/mz1qCHXxTUJm2AqOdW3IIpwYdo3-0-230-0-345-crop.jpg?k=5eee5851a4,A History of Violence,/film/a-history-of-violence/
47122,https://a.ltrbxd.com/resized/film-poster/4/7/1/2/2/47122-a-knight-s-tale-0-230-0-345-crop.jpg?k=5029c98711,A Knight\'s Tale,/film/a-knights-tale/
45444,https://a.ltrbxd.com/resized/film-poster/4/5/4/4/4/45444-a-league-of-their-own-0-230-0-345-crop.jpg?k=690adb4090,A League of Their Own,/film/a-league-of-their-own/
81882,https://a.ltrbxd.com/resized/film-poster/8/1/8/8/2/81882-a-letter-to-momo-0-230-0-345-crop.jpg?k=0dc3af78be,A Letter to Momo,/film/a-letter-to-momo/
19679,https://a.ltrbxd.com/resized/film-poster/1/9/6/7/9/19679-a-letter-to-three-wives-0-230-0-345-crop.jpg?k=ae39a17b8a,A Letter to Three Wives,/film/a-letter-to-three-wives/
39862,https://a.ltrbxd.com/resized/sm/upload/xa/y9/gs/73/a7LslH4Ofdvi1oam9Bbhb2UyMR2-0-230-0-345-crop.jpg?k=6e6c490e44,A Little Princess,/film/a-little-princess-1995/
22364,https://a.ltrbxd.com/resized/film-poster/2/2/3/6/4/22364-a-man-and-a-woman-0-230-0-345-crop.jpg?k=3948b7a62f,A Man and a Woman,/film/a-man-and-a-woman/
278882,https://a.ltrbxd.com/resized/film-poster/2/7/8/8/8/2/278882-a-man-called-ove-0-230-0-345-crop.jpg?k=46bc6e65dd,A Man Called Ove,/film/a-man-called-ove/
42507,https://a.ltrbxd.com/resized/film-poster/4/2/5/0/7/42507-a-man-escaped-0-230-0-345-crop.jpg?k=8b858e5cdf,A Man Escaped,/film/a-man-escaped/
51278,https://a.ltrbxd.com/resized/film-poster/5/1/2/7/8/51278-a-man-for-all-seasons-0-230-0-345-crop.jpg?k=8a88e05135,A Man for All Seasons,/film/a-man-for-all-seasons/
33869,https://a.ltrbxd.com/resized/film-poster/3/3/8/6/9/33869-a-matter-of-life-and-death-0-230-0-345-crop.jpg?k=2863c786a8,A Matter of Life and Death,/film/a-matter-of-life-and-death/
43083,https://a.ltrbxd.com/resized/film-poster/4/3/0/8/3/43083-a-matter-of-loaf-and-death-0-230-0-345-crop.jpg?k=c0d843eb3c,A Matter of Loaf and Death,/film/a-matter-of-loaf-and-death/
43947,https://a.ltrbxd.com/resized/film-poster/4/3/9/4/7/43947-a-mighty-wind-0-230-0-345-crop.jpg?k=eb533cc11c,A Mighty Wind,/film/a-mighty-wind/
21185,https://a.ltrbxd.com/resized/film-poster/2/1/1/8/5/21185-a-moment-of-innocence-0-230-0-345-crop.jpg?k=8fe5ba8fb9,A Moment of Innocence,/film/a-moment-of-innocence/
42041,https://a.ltrbxd.com/resized/sm/upload/f4/4k/sa/fx/bWfW630GywWcu95yzbASjau6GWP-0-230-0-345-crop.jpg?k=d24dfeacdb,A Moment to Remember,/film/a-moment-to-remember/
